file_path,line_number,call_type,event_name,flow_name,fires_on,meta_fields,proposed_moment_id,reachable_in_current_flow,notes
src/engine/actionExecutor.ts,1585,track_event,journey_started,continue_journey,new journey id observed during generate_companion,"""focus, subFocus, depth, totalDays""",client_event:journey_started,yes,Fires only when data.journey.id differs from previousJourneyId. Reachable when onboarding creates a new journey or /journey/companion/ reveals a new id.
src/engine/actionExecutor.ts,2293,track_event,day_sealed,day_seal,seal_day action,"""total_days, practices_done""",client_event:day_sealed,no,seal_day action is never dispatched from the current FE — no button or transition fires it. Dead.
src/engine/actionExecutor.ts,4167,track_event,evening_reflection,evening_reflection,submit_evening_reflection action (EveningReflectionBlock),"""chip, text_length""",M35,no,Evening reflection surface (reflection_evening container) is not reachable from Phase 5 flow — no nav target.
src/engine/actionExecutor.ts,4210,track_event,reflection_letter_completed,evening_reflection,submit_weekly_reflection action (WeeklyReflectionBlock),"""cycle_day, sections_filled""",client_event:reflection_letter_completed,no,Weekly reflection (reflection_weekly container) is not reachable from Phase 5 flow.
src/engine/actionExecutor.ts,716,track_event,sensory_grounding_completed,i_feel_triggered,navigate to trigger_reflection from sensory_grounding,"""duration_seconds""",M20,no,Same call site; alt event name when currentState===sensory_grounding. sensory_grounding state is legacy trigger only.
src/engine/actionExecutor.ts,823,track_completion,support_mantra_completed,i_feel_triggered,navigate handler auto-infers completion in support flow,"""duration_seconds""",M20,yes,Source=support branch of same call site; fires when support mantra completes and user navigates.
src/engine/actionExecutor.ts,823,track_completion,support_practice_completed,i_feel_triggered,navigate handler auto-infers completion in support flow,"""duration_seconds""",M20,yes,Source=support branch for practice items.
src/engine/actionExecutor.ts,935,track_event,trigger_session_abandoned,i_feel_triggered,submit payload.type===trigger_session_abandoned,"""exitedFrom""",M20,yes,Fires when PracticeRunnerContainer.handleSessionExit is invoked while in free_mantra_chanting (the Phase 5 trigger surface).
src/engine/actionExecutor.ts,945,track_event,trigger_resolved_after_support,i_feel_triggered,submit payload.type===trigger_resolved_after_support,"""exitedFrom""",M20,no,No dispatcher of submit with payload.type=trigger_resolved_after_support in codebase. Dead.
src/engine/actionExecutor.ts,1067,track_completion,support_mantra_completed,i_feel_triggered,submit action completion in support flow,"""duration_seconds""",M20,yes,Source=support branch of same submit completion path.
src/engine/actionExecutor.ts,1067,track_completion,support_practice_completed,i_feel_triggered,submit action completion in support flow,"""duration_seconds""",M20,yes,Source=support branch for practice.
src/engine/actionExecutor.ts,1872,track_event,trigger_session_started,i_feel_triggered,initiate_trigger action (QuickSupportBlock tap),none,M20,yes,"Fires when user taps ""I Feel Triggered"" on NewDashboard (QuickSupportBlock dispatches initiate_trigger)."
src/engine/actionExecutor.ts,1986,track_event,trigger_try_another,i_feel_triggered,try_another_way action,"""feeling, round, hasPractice, hasMantra""",M20,no,try_another_way action is never dispatched anywhere in code. Dead.
src/engine/actionExecutor.ts,2040,track_event,trigger_resolved,i_feel_triggered,trigger_calmer_now tap,"""step, feeling, resolution""",M20,no,trigger_calmer_now is dispatched only from PracticeRunnerContainer isSupportPractice UI (currentVariant===support_practice or state===trigger_practice_runner). Phase 5 initiate_trigger navigates to free_mantra_chanting which does NOT activate that UI branch.
src/engine/actionExecutor.ts,2207,track_event,trigger_still_feeling,i_feel_triggered,trigger_still_feeling step 2,"""step, feeling, nextStep""",M20,no,trigger_still_feeling dispatched only from isSupportPractice UI (not reachable in Phase 5 trigger flow).
src/engine/actionExecutor.ts,2250,track_event,trigger_still_feeling_final,i_feel_triggered,trigger_still_feeling step 3 fallback,"""step, feeling, resolution""",M20,no,Final escalation inside trigger_still_feeling — unreachable since dispatcher path is dead.
src/engine/actionExecutor.ts,2970,track_event,trigger_reflection_submitted,i_feel_triggered,process_trigger_feedback action,"""feeling, free_text""",M20,no,process_trigger_feedback action is never dispatched from FE.
src/engine/actionExecutor.ts,2978,track_event,trigger_resolved_after_reset,i_feel_triggered,process_trigger_feedback balanced branch,none,M20,no,process_trigger_feedback never dispatched. Dead.
src/engine/actionExecutor.ts,3119,track_event,trigger_recheck_submitted,i_feel_triggered,process_trigger_recheck action,"""round, feeling""",M20,no,process_trigger_recheck is never dispatched. Dead.
src/engine/actionExecutor.ts,3144,track_event,trigger_resolved_after_recheck,i_feel_triggered,process_trigger_recheck resolve branch,"""round""",M20,no,Same handler as trigger_recheck_submitted; dispatcher dead. Also emits trigger_max_support_reached on the else branch.
src/engine/actionExecutor.ts,3325,track_event,trigger_suggestion_selected,i_feel_triggered,select_trigger_mantra inside awareness_trigger container,"""item_type, item_id, round""",M20,no,select_trigger_mantra is dispatched from CardListBlock (awareness_trigger/trigger_advice_reveal state) which is not reached in Phase 5 — trigger flow never enters trigger_advice_reveal.
src/engine/actionExecutor.ts,3994,track_event,trigger_session_started,i_feel_triggered,initiate_trigger_support action (TriggerEntryBlock),"""source_surface, round""",M20,no,"TriggerEntryBlock is a schema-driven block rendered only by legacy dashboard. QuickSupportBlock in NewDashboard uses initiate_trigger (:1872), not this variant. DRIFT: same event name used at 3 sites with different meta shapes."
src/engine/actionExecutor.ts,4014,track_event,sound_bridge_exited,i_feel_triggered,advance_sound_bridge action (SoundBridgeTransient),"""exit_type, parent""",M42,no,"advance_sound_bridge dispatched only from SoundBridgeTransient block, which is rendered on support_trigger/sound_bridge — only reached via initiate_trigger_support (not the Phase 5 path)."
src/engine/actionExecutor.ts,4684,track_event,trigger_flow_opened,i_feel_triggered,open_trigger action,"""parent_source""",M20,no,open_trigger is dispatched only by the extensions/moments/new_dashboard scaffold which is NOT the active dashboard. NewDashboardContainer.QuickSupportBlock dispatches initiate_trigger (fires trigger_session_started at :1872) instead.
src/engine/actionExecutor.ts,4269,track_event,resilience_narrative_acked,intelligence_card,ack_resilience_narrative action (ResilienceNarrativeCard tap),none,M26,no,The active card (blocks/dashboard/insights/ResilienceNarrativeCard.tsx) rendered on NewDashboard is display-only — no ack button. The tap-capable blocks/ResilienceNarrativeCard is only used by legacy dashboard.
src/engine/actionExecutor.ts,4288,track_event,what_helped_submitted,intelligence_card,submit_what_helped action (ResilienceNarrativeCard input),"""text_length""",M26,no,Legacy ResilienceNarrativeCard input only; compact version on NewDashboard has no input.
src/engine/actionExecutor.ts,4450,track_event,prep_acknowledged,intelligence_card,ack_prep action (PrepCoachingSheet),"""context_type, surface""",M27,no,PrepCoachingSheet rendered only via schema block on legacy dashboard. Not reachable.
src/engine/actionExecutor.ts,4467,track_event,predictive_alert_dismissed,intelligence_card,dismiss_predictive_alert action,"""id, reason""",M28,no,Active NewDashboard renders extensions/moments/predictive_alert_card (display-only). The tap-capable blocks/PredictiveAlertCard is legacy-only.
src/engine/actionExecutor.ts,4483,track_event,entity_confirmed,intelligence_card,confirm_entity action (EntityRecognitionSheet),"""entity_id""",M29,no,EntityRecognitionSheet is a legacy block. NewDashboard uses compact EntityRecognitionCard which has no confirm button.
src/engine/actionExecutor.ts,4499,track_event,entity_dismissed,intelligence_card,reject_entity action,"""entity_id, reason""",M29,no,Same EntityRecognitionSheet path — not on NewDashboard.
src/engine/actionExecutor.ts,4534,track_event,recommended_additional_accepted,intelligence_card,start_recommended_additional action,"""item_type, item_id""",M30,no,RecommendedAdditionalCard not mounted on NewDashboard; nothing else dispatches start_recommended_additional in the active path.
src/engine/actionExecutor.ts,4579,track_event,recommended_additional_dismissed,intelligence_card,dismiss_recommended_additional action,none,M30,no,Same M30 card — not on NewDashboard.
src/engine/actionExecutor.ts,4597,track_event,post_conflict_acknowledged,intelligence_card,ack_post_conflict action (PostConflictGentlenessCard),"""thread_id""",M39,no,PostConflictMorningCard on NewDashboard is the scaffold — it does NOT dispatch ack_post_conflict. The blocks/PostConflictGentlenessCard that does is only rendered via legacy schema.
src/engine/actionExecutor.ts,4607,track_event,post_conflict_voice_note_opened,intelligence_card,open_post_conflict_voice_note action,"""thread_id""",M39,no,Same PostConflictGentlenessCard — legacy-only.
src/engine/actionExecutor.ts,4979,track_event,gratitude_joy_submitted,intelligence_card,submit_gratitude_joy action (GratitudeJoyCard),"""length""",M44,no,blocks/GratitudeJoyCard (which dispatches submit_gratitude_joy) is only rendered via legacy schema. NewDashboard's GratitudeSignalCard is the extensions/moments/gratitude_signal_card scaffold (display-only).
src/engine/actionExecutor.ts,4993,track_event,season_banner_dismissed,intelligence_card,dismiss_season_banner action (SeasonChangeBanner),none,M45,no,blocks/SeasonChangeBanner not rendered on NewDashboard. extensions/moments/season_signal_card scaffold is display-only.
src/engine/actionExecutor.ts,4739,track_event,journey_reset,journey_reset,reset_journey action,"""source""",client_event:journey_reset,no,reset_journey is dispatched from CompanionDashboardContainer.tsx:234 only. Not wired into NewDashboardContainer.
src/containers/PracticeRunnerContainer.tsx,327,track_event,session_started,mantra_runner,useEffect when runner state mounts,"""itemType, itemId, source, runnerType""",client_event:session_started,yes,Primary session_started emit. Triggers for mantra/sankalp/practice runners and support variants. DRIFT: two sites emit the same name — prefer this one; :905 is unused.
src/engine/actionExecutor.ts,823,track_completion,core_mantra_completed,mantra_runner,navigate handler auto-infers completion on runner->complete transition,"""mantra_text""",M17,yes,"Legacy navigate-side auto-track completion path. Only fires when isRunner && isCompleteScreen — in Phase 5 main runners complete via explicit complete_runner action (:3475), so this is rarely hit; may still fire for additional/support items. Possible drift with :3475 (same event name via different mechanism)."
src/engine/actionExecutor.ts,905,track_event,session_started,mantra_runner,submit payload.type===session_started,"""itemType, itemId, source, runnerType""",client_event:session_started,no,No caller dispatches submit with payload.type=session_started. Dead code (web-parity stub). The real session_started emit is in PracticeRunnerContainer:327.
src/engine/actionExecutor.ts,919,track_event,session_abandoned,mantra_runner,submit payload.type===session_abandoned,"""itemType, itemId, source, runnerType, repsCompleted, durationSeconds""",client_event:session_abandoned,yes,Dispatched from PracticeRunnerContainer.handleSessionExit (line 468) when user exits a non-trigger runner.
src/engine/actionExecutor.ts,1067,track_completion,core_mantra_completed,mantra_runner,submit action completion path (payload.itemId),"""mantra_text""",M17,yes,submit case completion path; used when blocks dispatch submit with itemId after a runner. Duplicates event names with :823 / :3475 — drift risk.
src/engine/actionExecutor.ts,3369,track_completion,core_mantra_completed,mantra_runner,track_completion action (explicit),"""actual_seconds, variant, reps_completed""",M17,yes,Invoked by explicit track_completion action (from CycleTransitionsContainer etc.). Source-agnostic; resolves to core when source=core.
src/engine/actionExecutor.ts,3475,track_completion,core_mantra_completed,mantra_runner,complete_runner action (CycleTransitionsContainer mala completion),"""variant, actual_seconds, reps_completed""",M17,yes,Primary track_completion emit for Phase 5 mala flow. Dispatched by CycleTransitionsContainer.triggerCompletion when chantCount reaches target. DRIFT: same event name at :823/:1067/:3369.
src/engine/actionExecutor.ts,3475,track_completion,support_mantra_completed,more_support_grief,complete_runner from grief_room mantra pill,"""variant, actual_seconds, reps_completed""",M46,yes,runner_source=support_grief set by grief_room start_runner dispatch; complete_runner honors it.
src/engine/actionExecutor.ts,4806,track_event,grief_session_opened,more_support_grief,enter_grief_room action,"""parent_source""",M46,no,enter_grief_room dispatched only by dead new_dashboard scaffold. MoreSupportSheet navigates to support_grief/grief_room via loadScreen directly (no entry telemetry).
src/engine/actionExecutor.ts,4818,track_event,grief_session_ended,more_support_grief,exit_grief_room action (grief_room exit button),"""duration_sec, actions_used""",M46,yes,Dispatched from src/extensions/moments/grief_room/index.tsx on exit.
src/engine/actionExecutor.ts,4834,track_event,grief_voice_note_submitted,more_support_grief,grief_voice_note_submitted action,"""duration_sec, length_chars""",M46,yes,Dispatched from grief_room on text input submit.
src/engine/actionExecutor.ts,4846,track_event,grief_session_abandoned,more_support_grief,grief_session_abandoned action,"""duration_sec""",M46,no,grief_session_abandoned action is never dispatched. Dead.
src/engine/actionExecutor.ts,4856,track_event,grief_sit_with_me,more_support_grief,grief_stay action,none,M46,no,grief_stay action is never dispatched. Dead.
src/engine/actionExecutor.ts,4867,track_event,grief_voice_note_requested,more_support_grief,grief_voice_note action,none,M46,no,grief_voice_note action is never dispatched. Dead.
src/engine/actionExecutor.ts,3475,track_completion,support_mantra_completed,more_support_loneliness,complete_runner from loneliness_room mantra pills,"""variant, actual_seconds, reps_completed""",M47,yes,runner_source=support_loneliness set by loneliness_room start_runner dispatch.
src/engine/actionExecutor.ts,4898,track_event,loneliness_room_entered,more_support_loneliness,enter_loneliness_room action,none,M47,no,enter_loneliness_room dispatched only by dead new_dashboard scaffold. MoreSupportSheet uses loadScreen.
src/engine/actionExecutor.ts,4910,track_event,loneliness_session_ended,more_support_loneliness,exit_loneliness_room action,"""duration_sec""",M47,yes,Dispatched from loneliness_room on exit button.
src/engine/actionExecutor.ts,4923,track_event,loneliness_named,more_support_loneliness,loneliness_named action,"""body_location, length_chars""",M47,yes,Dispatched from loneliness_room when user submits naming input.
src/engine/actionExecutor.ts,4935,track_event,loneliness_person_named,more_support_loneliness,loneliness_person_named action,none,M47,yes,Dispatched from loneliness_room when user submits person-name input. Meta intentionally empty per spec.
src/engine/actionExecutor.ts,4944,track_event,loneliness_walk_started,more_support_loneliness,loneliness_walk_started action,"""duration_min""",M47,no,loneliness_walk_started action is never dispatched anywhere. Dead.
src/engine/actionExecutor.ts,4953,track_event,loneliness_stay,more_support_loneliness,loneliness_stay action,none,M47,no,loneliness_stay action is never dispatched anywhere. Dead.
src/engine/actionExecutor.ts,3528,track_event,dashboard_check_in_ack,new_dashboard_mount,acknowledge_check_in action (CheckInCardCompact tap),"""prana_state""",M13,no,CheckInCardCompact is only rendered by legacy CompanionDashboardContainer — not mounted on NewDashboardContainer.
src/engine/actionExecutor.ts,3614,track_event,onboarding_turn_response,onboarding,each turn chip/freeform submit,"""turn, chip_id, freeform_length""",client_event:onboarding_turn_response,yes,Fires ~7 times during a full onboarding sequence (turn_1..turn_7).
src/engine/actionExecutor.ts,3839,track_event,onboarding_completed,onboarding,"turn_8 submit — final ""Begin my journey"" tap","""path, mode""",client_event:onboarding_completed,yes,Fires from onboarding_turn_response turn_8 handler; companion enrichment follows.
src/containers/PracticeRunnerContainer.tsx,327,track_event,session_started,practice_runner,useEffect when practice_step_runner mounts,"""itemType, itemId, source, runnerType""",client_event:session_started,yes,Same call site; fires for practice_step_runner variant.
src/engine/actionExecutor.ts,823,track_completion,core_practice_completed,practice_runner,navigate handler auto-infers completion on runner->complete transition,"""practice_title, duration_seconds""",M19,yes,Same auto-track-completion path for practice variant.
src/engine/actionExecutor.ts,1067,track_completion,core_practice_completed,practice_runner,submit action completion path,"""practice_title, duration_seconds""",M19,yes,Same submit completion path for practice variant.
src/engine/actionExecutor.ts,3369,track_completion,core_practice_completed,practice_runner,track_completion action,"""actual_seconds, variant, reps_completed""",M19,yes,Same explicit track_completion handler.
src/engine/actionExecutor.ts,3475,track_completion,core_practice_completed,practice_runner,complete_runner action (practice timer completion),"""variant, actual_seconds, reps_completed""",M19,yes,Fires when practice timer expires on offering_reveal.
src/blocks/BalancedAckOverlay.tsx,45,track_event,checkin_balanced_ack_shown,quick_checkin,BalancedAckOverlay mount (support_checkin/balanced_ack route),none,M22,no,BalancedAckOverlay lives on support_checkin/balanced_ack — only reached via submit_checkin inside the 3-step support_checkin flow. Phase 5 quick_checkin goes through cycle_transitions/quick_checkin which does NOT route to support_checkin.
src/engine/actionExecutor.ts,716,track_event,breath_reset_completed,quick_checkin,navigate to trigger_reflection from breath_reset,"""duration_seconds""",M21,partial,Fires in navigate handler when currentState===breath_reset && dest===trigger_reflection. breath_reset state only reached via legacy trigger — not Phase 5 checkin flow. Mark partial pending verification of whether legacy trigger_reflection nav can still fire after Phase 5.
src/engine/actionExecutor.ts,840,track_event,checkin_support_completed,quick_checkin,navigate handler when support runner ends inside a checkin flow,"""prana_type, itemType, itemId""",M21,yes,Fires when a support item completes and _isCheckinFlow is true — reachable when user enters checkin_breath_reset after agitated/drained and completes it.
src/engine/actionExecutor.ts,1168,track_event,checkin_breath_reset,quick_checkin,submit/prana_type agitated or drained,"""prana_type""",M21,yes,Fires inside submit handler when user picks agitated/drained in quick_checkin.
src/engine/actionExecutor.ts,1217,track_event,checkin_acknowledged,quick_checkin,submit/prana_type with suggestions,"""prana_type""",M21,yes,"checkinEventName is ""checkin_acknowledged"" when pranaAckRes has suggestions."
src/engine/actionExecutor.ts,1217,track_event,checkin_ack_only,quick_checkin,submit/prana_type without suggestions,"""prana_type""",M21,yes,Same call site; event name toggles to checkin_ack_only when no suggestions. Log as drift/alias pair.
src/engine/actionExecutor.ts,2386,track_event,checkin_resolved_after_breath_reset,quick_checkin,track_event secondary on checkin_breath_reset_completed,"""prana_type""",M21,no,Only fires when track_event is invoked with eventName===checkin_breath_reset_completed. No code path dispatches that event — dead.
src/engine/actionExecutor.ts,3325,track_event,checkin_suggestion_selected,quick_checkin,select_trigger_mantra inside checkin container,"""item_type, item_id, round""",M21,no,Same select_trigger_mantra handler; alternate event name when parent container is checkin. Not reached in Phase 5.
src/engine/actionExecutor.ts,4069,track_event,checkin_regulation_completed,quick_checkin,submit_checkin action (support_checkin flow),"""noticed, named, settled""",M21,no,"submit_checkin is dispatched from the legacy support_checkin/settle screen, not reached from the Phase 5 quick_checkin surface."
src/engine/actionExecutor.ts,4700,track_event,checkin_flow_opened,quick_checkin,open_check_in action,"""parent_source""",M21,no,open_check_in dispatched only by dead new_dashboard scaffold. QuickSupportBlock dispatches start_checkin which does not fire this event.
src/containers/PracticeRunnerContainer.tsx,327,track_event,session_started,sankalp_runner,useEffect when sankalp_embody mounts,"""itemType, itemId, source, runnerType""",client_event:session_started,yes,Same call site; fires for sankalp_embody variant too.
src/engine/actionExecutor.ts,823,track_completion,core_sankalp_completed,sankalp_runner,navigate handler auto-infers completion on runner->complete transition,"""sankalp_text""",M18,yes,Same auto-track-completion path for sankalp variant.
src/engine/actionExecutor.ts,1067,track_completion,core_sankalp_completed,sankalp_runner,submit action completion path,"""sankalp_text""",M18,yes,Same submit completion path for sankalp variant.
src/engine/actionExecutor.ts,3369,track_completion,core_sankalp_completed,sankalp_runner,track_completion action,"""actual_seconds, variant, reps_completed""",M18,yes,Same explicit track_completion handler.
src/engine/actionExecutor.ts,3475,track_completion,core_sankalp_completed,sankalp_runner,complete_runner action (sankalp embody completion),"""variant, actual_seconds, reps_completed""",M18,yes,Fires when user completes the sankalp hold on offering_reveal.
src/engine/actionExecutor.ts,4772,track_event,crisis_surface_opened,unclear,open_crisis action,"""parent_source, is_crisis, tier""",client_event:crisis_surface_opened,no,Crisis row was pulled from MoreSupportSheet per founder call (see MoreSupportSheet.tsx:63 comment). No active dispatcher of open_crisis in Phase 5 flow.
src/engine/actionExecutor.ts,4249,track_event,voice_consent_given,voice_consent,accept_voice_consent action (VoiceConsentSheet),none,M38,no,"VoiceConsentSheet is reached only via start_voice_note action. NewDashboardContainer voice bar dispatches voice_input_send (no handler), not start_voice_note. Consent flow not reachable in Phase 5 unless wired."
src/engine/actionExecutor.ts,4259,track_event,voice_consent_declined,voice_consent,decline_voice_consent action (VoiceConsentSheet),none,M38,no,Same voice consent path. Not reachable in Phase 5.
src/engine/actionExecutor.ts,4636,track_event,why_this_l2_opened,why_this_sheet,open_why_this_l2 action,"""principle_id""",M36,no,"open_why_this_l2 action is never dispatched anywhere. The active WhyThisSheet (blocks/dashboard/WhyThisSheet.tsx) resolves M36 via mitraResolveMoment directly, bypassing this telemetry path."
src/engine/actionExecutor.ts,4658,track_event,why_this_l3_opened,why_this_sheet,open_why_this_l3 action,"""principle_id""",M37,no,"open_why_this_l3 is dispatched by blocks/WhyThisL2Sheet — but that block is only rendered via the legacy why_this_l2 container/state, which the new WhyThisSheet does not navigate to."
